description,industry,level,size,line_code,value
Planning same actions by local government to support adaptations: Yes,"Transport, postal, & warehousing",1,total,C0804.01,408
Planning same actions by local government to support adaptations: Yes,Information media & telecommunications,1,total,C0804.01,75
Planning same actions by local government to support adaptations: Yes,Publishing,2,total,C0804.01,24
Planning same actions by local government to support adaptations: Yes,Motion picture,2,total,C0804.01,21
Planning same actions by local government to support adaptations: Yes,Telecommunications,2,total,C0804.01,27
Planning same actions by local government to support adaptations: Yes,Financial & insurance services,1,total,C0804.01,105
Planning same actions by local government to support adaptations: Yes,Finance,2,total,C0804.01,63
Planning same actions by local government to support adaptations: Yes,Insurance,2,total,C0804.01,9
Planning same actions by local government to support adaptations: Yes,Auxiliary,2,total,C0804.01,36
Planning same actions by local government to support adaptations: Yes,"Rental, hiring, & real estate services",1,total,C0804.01,177
Planning same actions by local government to support adaptations: Yes,"Professional, scientific, & technical services",1,total,C0804.01,867
Planning same actions by local government to support adaptations: Yes,Computer systems design,2,total,C0804.01,111
Planning same actions by local government to support adaptations: Yes,Other professional scientific,2,total,C0804.01,759
Planning same actions by local government to support adaptations: Yes,Administrative & support services,1,total,C0804.01,276
Planning same actions by local government to support adaptations: Yes,Education & training,1,total,C0804.01,192
Planning same actions by local government to support adaptations: Yes,Health care & social assistance,1,total,C0804.01,432
Planning same actions by local government to support adaptations: Yes,Arts & recreation services,1,total,C0804.01,114
Planning same actions by local government to support adaptations: Yes,Other services,1,total,C0804.01,204
Planning same actions by local government to support adaptations: Yes,total,0,total,C0804.01,9213
Planning same actions by local government to support adaptations: No,total,0,6–19 employees,C0804.02,12312
Planning same actions by local government to support adaptations: No,total,0,20–49 employees,C0804.02,2961
Planning same actions by local government to support adaptations: No,total,0,50–99 employees,C0804.02,822
Planning same actions by local government to support adaptations: No,total,0,100+ employees,C0804.02,585
Planning same actions by local government to support adaptations: No,"Agriculture, forestry, & fishing",1,total,C0804.02,903
Planning same actions by local government to support adaptations: No,Agriculture,2,total,C0804.02,504
Planning same actions by local government to support adaptations: No,Commercial fishing,2,total,C0804.02,21
Planning same actions by local government to support adaptations: No,Forestry & logging,2,total,C0804.02,84
Planning same actions by local government to support adaptations: No,"Agriculture, forestry, & fishing support services",2,total,C0804.02,297
Planning same actions by local government to support adaptations: No,Mining,1,total,C0804.02,36
Planning same actions by local government to support adaptations: No,Manufacturing,1,total,C0804.02,2148
Planning same actions by local government to support adaptations: No,"Food, beverage, & tobacco",2,total,C0804.02,390
Planning same actions by local government to support adaptations: No,"Textile, clothing, footwear, & leather",2,total,C0804.02,99
Planning same actions by local government to support adaptations: No,Wood & paper product,2,total,C0804.02,252
Planning same actions by local government to support adaptations: No,"Printing, publishing, & recorded media",2,total,C0804.02,78
Planning same actions by local government to support adaptations: No,"Petroleum, coal, chemical, & associated product",2,total,C0804.02,111
Planning same actions by local government to support adaptations: No,Non-metallic mineral product,2,total,C0804.02,75
Planning same actions by local government to support adaptations: No,Metal product,2,total,C0804.02,408
Planning same actions by local government to support adaptations: No,Transport and industrial machinery & equipment,2,total,C0804.02,477
Planning same actions by local government to support adaptations: No,Other machinery & equipment,2,total,C0804.02,99
Planning same actions by local government to support adaptations: No,Other manufacturing,2,total,C0804.02,156
Planning same actions by local government to support adaptations: No,"Electricity, gas, water, & waste services",1,total,C0804.02,36
Planning same actions by local government to support adaptations: No,Construction,1,total,C0804.02,2799
Planning same actions by local government to support adaptations: No,Wholesale trade,1,total,C0804.02,1173
Planning same actions by local government to support adaptations: No,Machinery & equipment wholesaling,2,total,C0804.02,381
Planning same actions by local government to support adaptations: No,Other wholesale trade,2,total,C0804.02,792
